time,state_fips,region_code,division_code,state_name,bldgs_1unit,units_1unit,value_1unit,bldgs_2unit,units_2unit,value_2unit,bldgs_34unit,units_34unit,value_34unit,bldgs_5punit,units_5punit,value_5punit,bldgs_1unit_rep,units_1unit_rep,value_1unit_rep,bldgs_2unit_rep,units_2unit_rep,value_2unit_rep,bldgs_34unit_rep,units_34unit_rep,value_34unit_rep,bldgs_5punit_rep,units_5punit_rep,value_5punit_rep,year
201599,08,4,8,Colorado,20025,20025,5993814,167,334,61689,81,287,57871,267,11225,1419245,19415,19415,5748476,137,274,51839,69,249,52624,253,11102,1397773,2015
201699,08,4,8,Colorado,21577,21577,6675789,278,556,112393,68,242,39617,543,16599,2101098,20465,20465,6310714,254,508,101546,56,203,31554,523,16445,2076197,2016
201799,08,4,8,Colorado,24338,24338,7439961,172,344,68895,116,415,62792,399,15576,1953459,23532,23532,7129788,160,320,61447,107,387,56796,379,15415,1932537,2017
201899,08,4,8,Colorado,26134,26134,7879399,187,374,77608,120,414,71288,520,15705,2202245,25050,25050,7559942,176,352,68054,101,357,54408,492,15392,2130584,2018
201999,08,4,8,Colorado,24756,24756,7652182,176,352,58415,105,370,61816,379,13155,1865632,24412,24412,7518615,174,348,57866,99,350,58765,373,13046,1836818,2019
202099,08,4,8,Colorado,26636,26636,8289036,364,728,112583,114,397,80111,334,12708,1784811,25467,25467,7837578,357,714,110126,101,354,72444,307,12298,1676082,2020
202199,08,4,8,Colorado,30246,30246,9850482,630,1260,228796,207,736,145019,664,24282,3519593,28732,28732,9408478,629,1258,228381,192,688,134773,637,23686,3383461,2021
202299,08,4,8,Colorado,23691,23691,8442065,498,996,192297,151,536,130548,678,23118,3957209,22985,22985,8179910,492,984,189178,144,515,122200,622,22385,3810476,2022
202399,08,4,8,Colorado,19641,19641,7459002,298,596,129043,113,410,86460,613,18757,3369491,18663,18663,7022599,288,576,125118,104,383,81182,580,18332,3274819,2023
201599,09,1,1,Connecticut,2436,2436,851485,39,78,10535,19,70,11232,135,3493,409056,2221,2221,809349,37,74,10111,19,70,11232,84,2890,366984,2015
201699,09,1,1,Connecticut,2461,2461,796928,64,128,17698,21,73,8308,122,2842,374002,2205,2205,705670,62,124,17274,21,73,8308,85,2564,354307,2016
201799,09,1,1,Connecticut,2480,2480,888019,51,102,15295,16,53,9340,108,1912,272873,2210,2210,823118,43,86,13119,16,53,9340,63,1504,242686,2017
201899,09,1,1,Connecticut,2553,2553,854759,54,108,15692,19,59,7497,105,2095,234264,2160,2160,695273,44,88,13170,19,59,7497,54,1707,193902,2018
201999,09,1,1,Connecticut,2364,2364,764976,93,186,22462,43,151,20652,121,3153,546301,2153,2153,711804,87,174,21363,43,151,20652,78,2818,520958,2019
202099,09,1,1,Connecticut,2512,2512,769006,86,172,24067,32,114,20538,120,2673,248145,2055,2055,638981,69,138,20887,31,110,20052,64,2207,190418,2020
202199,09,1,1,Connecticut,2941,2941,1042836,74,148,19342,21,79,9901,116,1483,152787,2524,2524,954218,62,124,16924,19,72,9413,49,963,116800,2021
202299,09,1,1,Connecticut,2468,2468,1014258,118,236,22336,11,40,4039,113,3182,561607,2124,2124,933973,115,230,21728,11,40,4039,80,2899,543601,2022
202399,09,1,1,Connecticut,2050,2050,911392,62,124,22664,44,161,26524,145,3937,506374,1778,1778,833414,62,124,22664,44,161,26524,128,3826,497969,2023
201599,10,3,5,Delaware,4239,4239,552884,70,140,16346,19,67,8992,68,775,63454,4213,4213,551245,70,140,16346,19,67,8992,52,677,61886,2015
201699,10,3,5,Delaware,4687,4687,618631,94,188,19886,23,83,11115,56,846,71914,4647,4647,614921,94,188,19886,23,83,11115,41,750,70378,2016
201799,10,3,5,Delaware,5218,5218,692137,111,222,26626,27,98,11945,91,1063,75761,5005,5005,674466,111,222,26626,27,98,11945,75,961,73218,2017
201899,10,3,5,Delaware,5472,5472,735935,64,128,16052,25,95,9362,36,308,27253,5271,5271,713127,64,128,16052,25,95,9362,29,235,22100,2018
201999,10,3,5,Delaware,5573,5573,751985,81,162,18432,24,89,9322,73,715,69363,5553,5553,747681,81,162,18432,24,89,9322,73,715,69363,2019
202099,10,3,5,Delaware,7101,7101,944269,155,310,33390,19,71,9294,77,973,112424,5963,5963,830741,155,310,33390,19,71,9294,68,927,108582,2020
202199,10,3,5,Delaware,7261,7261,1047784,152,304,33291,1,3,72,25,932,94535,7235,7235,1042192,152,304,33291,1,3,72,25,932,94535,2021
202299,10,3,5,Delaware,5855,5855,857464,88,176,25491,0,0,0,23,386,29916,5855,5855,857464,88,176,25491,0,0,0,23,386,29916,2022
202399,10,3,5,Delaware,4684,4684,705623,54,108,17916,0,0,0,32,973,104192,4679,4679,704473,54,108,17916,0,0,0,32,973,104192,2023
201599,12,3,5,Florida,67670,67670,18053910,258,516,73442,341,1283,210019,1347,40455,5101758,66038,66038,17600744,257,514,73425,341,1283,210019,1268,39206,4912404,2015
201699,12,3,5,Florida,75148,75148,20334523,503,1006,140001,345,1309,220473,1236,38777,5168505,72571,72571,19584100,498,996,138220,335,1276,214814,1175,37931,5114359,2016
201799,12,3,5,Florida,85267,85267,22944982,628,1256,181115,260,942,188501,992,35254,4780691,81076,81076,21780026,612,1224,178350,251,911,182911,908,34187,4590571,2017
201899,12,3,5,Florida,97055,97055,25453557,861,1722,240605,372,1342,207325,1354,44308,5642227,90494,90494,24097983,821,1642,229160,342,1232,190177,1208,41199,5243369,2018
201999,12,3,5,Florida,99831,99831,25773822,1007,2014,306236,294,1118,210772,1407,51339,6919641,95516,95516,24461394,986,1972,301789,294,1118,210772,1313,48579,6670972,2019
202099,12,3,5,Florida,115250,115250,30182836,1088,2176,314155,323,1231,199870,1354,45417,6187315,106891,106891,27975142,1063,2126,309005,319,1219,195283,1215,42377,5905788,2020
202199,12,3,5,Florida,148735,148735,39939407,1669,3338,458269,338,1272,221190,1646,60149,8707069,143075,143075,38590699,1652,3304,454053,338,1272,221190,1501,56708,8389525,2021
202299,12,3,5,Florida,132959,132959,40267682,1318,2636,431255,514,1846,267038,2496,72520,10284431,127462,127462,38858703,1303,2606,427345,512,1840,264744,2332,69620,9934457,2022
202399,12,3,5,Florida,125773,125773,38625809,1349,2698,452724,331,1274,188938,2102,64043,11468973,112491,112491,34990127,1319,2638,442175,322,1247,184785,1943,61338,11142671,2023
201599,13,3,5,Georgia,32621,32621,6514461,50,100,11065,81,304,41284,366,12524,1388291,29152,29152,5854553,28,56,7996,79,298,40979,325,11774,1334913,2015
201699,13,3,5,Georgia,36481,36481,7684460,61,122,11874,65,241,30106,309,14831,1654237,34195,34195,7240889,53,106,10654,57,214,26771,294,14521,1623127,2016
201799,13,3,5,Georgia,40311,40311,8631824,53,106,11785,67,249,37093,320,10574,1239035,36821,36821,7953950,45,90,10805,54,206,33674,282,9972,1176194,2017
201899,13,3,5,Georgia,42287,42287,9080368,112,224,26289,89,314,39135,491,16490,2000407,36996,36996,8075769,100,200,24813,66,237,34040,435,15853,1933775,2018
201999,13,3,5,Georgia,42939,42939,9343379,138,276,34056,108,392,46223,400,10216,1257920,39732,39732,8784425,128,256,32789,102,368,45299,395,9904,1230731,2019
202099,13,3,5,Georgia,47982,47982,10620135,241,482,66467,149,542,62424,342,6821,843545,42449,42449,9590359,234,468,65446,147,534,62069,329,6508,801841,2020
202199,13,3,5,Georgia,53419,53419,12603896,182,364,47654,170,624,86479,559,12816,1699204,46408,46408,11266426,171,342,45962,164,604,84880,529,12099,1619851,2021
202299,13,3,5,Georgia,47026,47026,12139618,357,714,105851,253,930,124439,921,28872,3665730,42347,42347,11209754,335,670,102859,247,912,123042,873,28405,3622364,2022
202399,13,3,5,Georgia,44405,44405,11954728,236,472,83672,205,739,108383,713,18005,2528155,37850,37850,10520669,191,382,75343,188,686,100283,664,17534,2480155,2023
201599,15,4,9,Hawaii,2356,2356,971166,21,42,26602,8,31,14621,111,2993,570006,2356,2356,971166,21,42,26602,8,31,14621,111,2993,570006,2015
201699,15,4,9,Hawaii,2044,2044,820110,52,104,40257,11,43,22845,50,1178,382921,2044,2044,820110,52,104,40257,11,43,22845,50,1178,382921,2016
201799,15,4,9,Hawaii,2534,2534,865046,39,78,21480,5,19,4090,69,1404,241748,2534,2534,865046,39,78,21480,5,19,4090,69,1404,241748,2017
201899,15,4,9,Hawaii,2592,2592,935240,29,58,20348,10,40,10263,87,1969,394030,2592,2592,935240,29,58,20348,10,40,10263,87,1969,394030,2018
201999,15,4,9,Hawaii,2547,2547,964399,9,18,4434,25,92,43816,49,1436,271173,2547,2547,964399,9,18,4434,25,92,43816,49,1436,271173,2019
202099,15,4,9,Hawaii,2171,2171,955776,15,30,7077,10,38,11898,24,925,195019,1882,1882,840389,15,30,7077,8,32,8000,13,528,119648,2020
202199,15,4,9,Hawaii,2445,2445,1071187,51,102,21211,4,13,39457,75,899,264185,2445,2445,1071187,51,102,21211,4,13,39457,75,899,264185,2021
202299,15,4,9,Hawaii,2033,2033,1027636,109,218,38048,0,0,0,55,2052,722244,2033,2033,1027636,109,218,38048,0,0,0,55,2052,722244,2022
202399,15,4,9,Hawaii,2360,2360,1151618,98,196,38935,2,7,459,39,1228,414890,2052,2052,1038279,67,134,29056,2,7,459,20,493,154049,2023
201599,16,4,8,Idaho,7784,7784,1754497,49,98,11530,129,510,35053,100,1562,132986,7575,7575,1697653,49,98,11530,126,500,34240,100,1562,132986,2015
201699,16,4,8,Idaho,9739,9739,2140004,69,138,16630,95,379,30956,114,1909,179964,9484,9484,2064184,69,138,16630,94,375,30654,113,1898,178548,2016
201799,16,4,8,Idaho,11019,11019,2466909,51,102,15481,147,577,44905,178,2485,264194,10329,10329,2326071,38,76,11864,130,517,39755,163,2338,250450,2017
201899,16,4,8,Idaho,12176,12176,2718111,71,142,18493,143,560,55204,183,2946,307287,11046,11046,2418551,62,124,15818,125,493,50455,168,2671,275879,2018
201999,16,4,8,Idaho,12978,12978,2893095,114,228,31557,172,672,63520,226,3838,413316,12758,12758,2841487,113,226,31439,171,668,63520,226,3838,413316,2019
202099,16,4,8,Idaho,14969,14969,3471574,153,306,44097,174,674,85032,179,3181,347887,13992,13992,3264868,149,298,42542,171,664,84649,172,3039,331975,2020
202199,16,4,8,Idaho,16154,16154,4213834,111,222,44105,267,1051,132577,255,4305,558803,15182,15182,3959171,110,220,43595,265,1043,132148,254,4289,556631,2021
202299,16,4,8,Idaho,11912,11912,3628011,143,286,52833,218,851,111294,290,5657,906476,11174,11174,3448171,132,264,48755,204,808,101161,274,5406,878659,2022
202399,16,4,8,Idaho,12081,12081,3497517,138,276,50690,142,545,70501,187,5017,805716,11307,11307,3267747,123,246,46966,129,506,61728,162,4807,782698,2023
201599,17,2,3,Illinois,10076,10076,2648347,161,322,44769,168,577,84068,276,8596,1359412,9145,9145,2463510,147,294,41324,168,577,84068,237,8251,1328034,2015
201699,17,2,3,Illinois,10187,10187,2719891,175,350,55844,208,712,126962,347,11354,1485781,9341,9341,2515905,167,334,53110,204,698,125850,315,11045,1460170,2016
201799,17,2,3,Illinois,10181,10181,2695587,159,318,58170,260,875,162378,400,13618,1688552,9347,9347,2484374,149,298,56920,255,858,161191,351,13115,1653619,2017
201899,17,2,3,Illinois,10041,10041,2618789,219,438,78065,240,809,149620,383,10222,1189807,9113,9113,2413313,203,406,75719,234,788,147665,340,9907,1158630,2018
201999,17,2,3,Illinois,8745,8745,2349803,235,470,78312,253,855,157620,315,10454,1140722,8125,8125,2234589,234,468,78112,251,847,157007,296,10295,1131909,2019
202099,17,2,3,Illinois,9237,9237,2502874,235,470,73711,162,555,97068,281,7796,972645,8025,8025,2215854,230,460,72390,158,542,94786,267,7673,957233,2020
202199,17,2,3,Illinois,10937,10937,3208508,245,490,83237,222,736,132574,287,7495,848306,9966,9966,2978576,238,476,81549,219,726,131342,267,7374,829631,2021
202299,17,2,3,Illinois,9765,9765,3082322,198,396,76128,258,864,164977,326,9524,1426685,9153,9153,2940070,191,382,74036,258,864,164977,287,9289,1382866,2022
202399,17,2,3,Illinois,9554,9554,3238697,270,540,104633,225,770,137577,324,5999,1040030,8832,8832,3074527,259,518,101551,208,713,132296,263,5662,990827,2023
201599,18,2,3,Indiana,12646,12646,2929210,263,526,54124,79,289,31656,316,5022,722054,11964,11964,2818472,255,510,52140,76,280,30757,278,4656,694241,2015
201699,18,2,3,Indiana,14068,14068,3417822,286,572,64063,46,163,21320,219,3910,372642,13217,13217,3257575,265,530,57788,46,163,21320,166,3373,300385,2016
201799,18,2,3,Indiana,16075,16075,4038599,222,444,62844,22,78,13000,272,5067,469056,15296,15296,3907990,198,396,56890,22,78,13000,224,4622,435372,2017
201899,18,2,3,Indiana,16416,16416,4269197,210,420,49353,12,41,6163,193,4603,555144,15504,15504,4103860,198,396,47838,11,38,5863,138,4083,514858,2018
201999,18,2,3,Indiana,16308,16308,4298385,179,358,48202,46,163,26551,226,5480,615228,15702,15702,4197275,176,352,47792,45,159,26151,194,5156,591785,2019
202099,18,2,3,Indiana,18979,18979,5209930,310,620,83895,51,191,25965,232,5129,552508,17520,17520,4900217,290,580,79128,50,187,25565,198,4489,494791,2020
202199,18,2,3,Indiana,22225,22225,6692956,359,718,117031,35,134,30324,223,6783,742937,21083,21083,6477317,358,716,116872,35,134,30324,203,6416,722607,2021
202299,18,2,3,Indiana,18728,18728,6059998,251,502,77003,38,137,14952,303,8878,1044087,17663,17663,5832725,248,496,76266,38,137,14952,279,8634,1028384,2022
202399,18,2,3,Indiana,17046,17046,5961199,266,532,99053,68,237,40460,327,9240,1594777,16049,16049,5746674,259,518,97270,68,237,40460,291,8703,1532188,2023
201599,19,2,4,Iowa,7424,7424,1717172,293,586,61757,53,200,20785,154,3887,443538,7062,7062,1655993,289,578,60905,53,200,20785,151,3868,441474,2015
201699,19,2,4,Iowa,8203,8203,1933857,192,384,45100,45,158,18936,178,5572,662860,7883,7883,1875533,160,320,35681,35,121,14196,167,5482,652450,2016
201799,19,2,4,Iowa,8067,8067,1883411,160,320,38664,43,154,20387,174,5407,575272,7655,7655,1805251,157,314,38069,41,146,19357,171,5384,573474,2017
201899,19,2,4,Iowa,7318,7318,1801337,246,492,62802,35,117,16810,120,3591,368151,6823,6823,1711776,246,492,62802,35,117,16810,113,3548,364759,2018
201999,19,2,4,Iowa,7877,7877,1980909,173,346,51205,80,274,35804,122,3373,432577,7321,7321,1882596,170,340,50410,79,271,35564,110,3250,423999,2019
202099,19,2,4,Iowa,8633,8633,2228464,256,512,76562,47,175,23862,114,3303,372794,7916,7916,2072710,250,500,74754,45,167,22868,95,3096,354777,2020
202199,19,2,4,Iowa,9158,9158,2552542,223,446,69429,87,298,56906,120,3784,503500,8473,8473,2399809,221,442,68634,86,294,56423,114,3542,473201,2021
202299,19,2,4,Iowa,7624,7624,2341202,255,510,106884,101,354,70584,133,4216,645514,6976,6976,2183814,247,494,104025,92,326,64708,120,4136,635987,2022
202399,19,2,4,Iowa,7421,7421,2480106,179,358,73515,110,399,78300,123,3052,479548,6822,6822,2336196,171,342,70629,108,393,77920,112,2997,472044,2023
201599,20,2,4,Kansas,5064,5064,1270090,291,582,50480,44,158,19807,129,2840,306000,4781,4781,1215731,275,550,47549,37,136,17484,119,2717,294599,2015
201699,20,2,4,Kansas,5230,5230,1336026,215,430,38557,32,109,11065,190,4038,384304,4316,4316,1127542,100,200,19503,27,93,9471,151,3514,347336,2016
201799,20,2,4,Kansas,6046,6046,1479617,229,458,46466,71,257,33287,138,2223,222346,5440,5440,1346303,159,318,34834,71,257,33287,116,1970,204213,2017
201899,20,2,4,Kansas,5376,5376,1382591,311,622,66046,75,267,44929,110,3213,395004,4505,4505,1224919,224,448,51513,67,241,43134,96,3042,382558,2018
201999,20,2,4,Kansas,5089,5089,1319253,350,700,76774,60,214,34183,69,1958,252711,4136,4136,1141536,205,410,54201,56,201,33116,55,1777,239683,2019
202099,20,2,4,Kansas,5975,5975,1709731,300,600,74147,49,181,30625,59,1455,176530,5519,5519,1621111,287,574,71653,47,173,30050,59,1455,176530,2020
202199,20,2,4,Kansas,6569,6569,2208827,501,1002,136185,40,135,16697,52,1832,231197,6357,6357,2161072,498,996,135256,37,123,15789,52,1832,231197,2021
202299,20,2,4,Kansas,5567,5567,1900614,475,950,126272,69,260,47342,89,2783,419302,5160,5160,1743560,445,890,120919,67,253,46758,89,2783,419302,2022
202399,20,2,4,Kansas,4927,4927,1720550,796,1592,228261,39,148,25182,93,2837,482835,4728,4728,1667083,791,1582,227223,39,148,25182,88,2811,480188,2023
201599,21,3,6,Kentucky,6606,6606,1213462,154,308,22817,106,395,24091,232,3257,207432,5569,5569,1066433,110,220,15457,91,342,20248,165,2622,167199,2015
201699,21,3,6,Kentucky,7264,7264,1368419,146,292,20137,81,295,20040,299,4863,318417,6563,6563,1266416,114,228,15178,76,275,19540,260,4433,291375,2016
201799,21,3,6,Kentucky,7967,7967,1613167,180,360,32634,90,335,29988,237,3968,298371,6837,6837,1444859,161,322,29953,83,309,28648,188,3222,243474,2017
